Gene,MDA468_B2_24h_a,MDA468_B2_24h_b,MDA468_B3_24h_a,MDA468_B3_24h_b,MDA468_B6_24h_a,MDA468_B6_24h_b,MDA468_D_24h_a,MDA468_D_24h_b,MDA468_J_24h_a,MDA468_J_24h_b,MDA468_JB2_24h_a,MDA468_JB2_24h_b,MDA468_JB3_24h_a,MDA468_JB3_24h_b,MDA468_JB6_24h_a,MDA468_JB6_24h_b
RPS27P27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS27P29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RPS27P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS28,2201,2025,1709,2381,1389,1616,1305,2288,1438,2057,1752,3768,2001,1965,1568,2791
RPS28P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS28P7,326,325,240,343,173,197,181,299,214,267,207,642,326,296,264,332
RPS28P8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS29,459,437,455,730,493,867,648,1313,606,878,619,851,521,489,399,350
RPS29P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P14,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0
RPS29P15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P16,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0
RPS29P17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P19,0,2,0,0,1,1,2,2,1,1,5,5,0,2,0,2
RPS29P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P5,0,2,1,0,0,1,1,2,1,0,0,3,3,0,1,0
RPS29P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RPS2P1,0,0,1,0,1,1,0,0,0,0,0,2,1,1,0,0
RPS2P25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS2P28,0,0,2,0,0,0,0,0,0,0,4,0,0,0,1,3
RPS2P32,10,6,8,4,0,4,14,13,8,20,2,8,4,5,2,3
RPS2P35,4,2,3,4,5,1,1,2,1,4,3,7,2,7,0,2
RPS2P36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS2P4,3,5,3,1,4,3,1,5,1,0,5,7,5,2,6,3
RPS2P45,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RPS2P52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS2P55,2,3,8,3,6,5,2,6,2,7,3,382,7,3,6,3
RPS2P7,2,3,0,1,4,3,4,2,1,4,2,12,3,5,17,3
RPS3,8638,7295,8215,9209,7344,8127,4204,7443,4496,6381,5327,6765,5837,5475,4244,8570
RPS3A,208,147,170,198,167,25,129,175,108,204,211,222,157,120,7,17
RPS3AP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP12,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
RPS3AP14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP26,1,1,1,1,1,0,1,1,1,2,2,1,2,0,0,2
RPS3AP29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RPS3AP3,0,4,1,1,0,1,1,2,1,0,1,0,1,0,0,1
RPS3AP36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RPS3AP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
RPS3AP46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP49,2,0,2,2,0,1,1,0,1,2,1,1,2,1,1,0
RPS3AP5,1,4,2,3,7,10,1,3,1,12,14,4,3,4,1,1
RPS3AP50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP6,0,2,1,0,5,4,0,0,0,2,2,0,3,1,1,0
RPS3AP9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS3P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS3P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS3P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS3P7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
RPS4X,1040,836,1412,1447,1696,1920,787,1583,436,859,453,925,402,488,317,1063
RPS4XP1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
RPS4XP10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS4XP11,1,0,1,2,1,1,0,0,0,0,0,1,0,0,0,1
RPS4XP12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS4XP13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RPS4XP14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS4XP15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS4XP16,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
RPS4XP17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
RPS4XP18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS4XP19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS4XP2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RPS4XP20,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
RPS4XP21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS4XP22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RPS4XP23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS4XP3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
RPS4XP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS4XP5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
RPS4XP6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RPS4XP7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RPS4XP8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS4XP9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS4Y1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS4Y2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS5,8448,7709,7742,11065,6376,8075,4553,7906,5135,7520,6159,11181,7269,6665,5305,10180
RPS5P2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RPS5P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS5P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS6,1544,1236,1645,1768,1470,1400,489,1009,468,596,503,1144,520,602,453,1447
RPS6KA1,144,96,131,136,94,169,74,95,87,96,95,138,91,96,53,98
RPS6KA2,85,56,70,72,45,55,55,80,128,131,155,185,110,73,41,83
RPS6KA2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS6KA2-IT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS6KA3,2,4,5,5,3,9,4,4,3,7,5,5,4,4,2,3
RPS6KA4,175,96,100,85,82,96,106,167,94,127,42,55,51,54,27,54
RPS6KA5,5,5,4,6,5,6,2,3,3,1,5,9,5,2,11,6
RPS6KA6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS6KB1,22,22,25,27,24,34,14,22,13,19,15,31,16,12,20,24
RPS6KB2,667,473,223,346,196,231,365,687,516,564,347,560,269,262,135,352
RPS6KC1,14,8,12,18,6,14,2,4,3,7,14,21,20,13,7,9
RPS6KL1,13,13,5,8,3,5,8,11,12,6,6,7,5,1,0,2
RPS6P12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS6P14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS6P15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS6P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS6P23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS6P25,1,1,1,1,0,1,2,5,2,5,3,6,4,0,3,4
RPS6P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS7,2937,2835,3243,4200,3583,4024,1770,3275,1622,2504,1713,3001,1792,1852,1281,3162
RPS7P1,48,40,42,46,51,60,25,40,22,57,22,40,21,23,14,29
RPS7P10,12,7,21,14,11,13,11,8,4,9,4,7,6,4,5,10
RPS7P11,1,2,2,2,1,2,3,1,0,2,0,10,3,1,0,1
RPS7P12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS7P13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS7P14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS7P15,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
RPS7P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS7P3,3,4,2,10,6,9,1,5,1,9,6,5,9,8,4,11
RPS7P4,1,1,0,1,2,0,1,0,0,2,0,0,1,0,0,1
RPS7P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS7P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS7P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS7P8,4,1,4,4,2,2,2,2,2,1,3,2,0,2,1,4
RPS7P9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS8,6535,5792,6312,9826,6321,6561,3844,6183,3861,5375,5036,9027,5177,4841,4029,6789
RPS8P10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS8P4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
RPS8P6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RPS9,3823,3142,3396,4486,3012,3930,2091,3908,2263,3335,2777,5209,3119,3195,2148,4285
RPS9P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSA,3993,2763,3612,4150,3831,4448,2176,3304,2106,3177,2436,3395,2231,2100,1496,3678
RPSAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP12,1,1,3,2,3,2,0,4,1,3,2,1,0,1,2,1
RPSAP13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RPSAP14,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0
RPSAP15,1,1,1,3,0,0,2,3,2,0,0,5,1,2,0,2
RPSAP16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
RPSAP17,2,0,5,0,5,1,0,0,1,1,1,2,1,1,1,0
RPSAP18,2,0,0,2,0,1,0,0,1,1,0,0,0,0,1,0
RPSAP19,2,0,1,1,1,0,0,0,2,0,1,0,1,1,0,3
RPSAP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP21,4,2,3,0,0,2,3,2,0,1,0,1,1,1,0,0
RPSAP22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP29,1,0,0,0,3,0,0,1,0,0,0,1,1,0,2,1
RPSAP3,0,0,1,1,0,0,0,2,0,0,0,1,0,0,1,2
RPSAP31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RPSAP32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP36,0,2,1,0,0,1,0,2,0,1,0,5,0,1,3,3
RPSAP37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP4,2,1,2,1,2,1,0,0,0,1,0,1,1,2,2,0
RPSAP40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP45,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1
RPSAP46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP47,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
RPSAP48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP49,13,11,11,22,14,18,6,12,10,14,12,14,5,8,7,10
RPSAP5,0,1,0,0,2,1,0,1,0,1,0,2,0,0,0,2
RPSAP50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP51,2,2,0,0,0,0,1,1,0,2,0,0,1,0,0,0
RPSAP52,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
RPSAP53,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
RPSAP54,15,17,18,25,13,16,4,15,6,15,9,21,17,24,7,19
RPSAP55,2,2,1,1,2,5,2,3,1,2,1,2,2,1,1,2
RPSAP57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP58,21,3,21,1,1,3,1,3,4,24,1,2,4,1,10,22
RPSAP59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP6,0,2,0,4,1,1,1,3,1,1,1,4,2,5,4,3
RPSAP60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP61,12,5,10,5,13,5,5,6,2,8,7,11,8,2,4,5
RPSAP62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP69,3,3,0,3,4,4,4,3,3,0,1,1,0,4,4,0
RPSAP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RPSAP75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP8,1,0,1,2,0,0,1,3,0,0,0,2,0,2,0,1
RPSAP9,1,2,0,2,1,2,0,0,0,3,0,3,2,2,4,2
RPTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPTOR,123,100,120,166,127,174,48,88,72,73,140,169,118,117,85,145
RPUSD1,148,97,91,119,82,92,69,114,98,142,89,132,85,83,64,113
RPUSD2,44,30,26,31,31,36,39,50,26,51,26,30,16,27,13,18
RPUSD3,201,139,74,109,68,71,141,242,124,158,72,130,82,78,34,55
RPUSD4,106,78,127,167,121,168,53,75,65,90,90,115,105,85,106,120
RRAD,0,0,0,1,1,0,2,0,0,0,2,0,2,0,0,0
RRAGA,78,61,43,58,23,29,71,94,73,114,87,97,63,47,22,53
RRAGB,3,4,4,9,3,7,1,6,7,5,4,4,2,0,0,5
RRAGC,52,34,52,70,57,64,19,26,20,26,34,50,30,27,20,60
RRAGD,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
RRAS,95,59,49,82,36,41,69,96,85,127,43,104,53,43,22,30
RRAS2,41,47,65,75,73,107,30,47,65,79,94,88,88,96,70,123
RRBP1,284,222,315,331,283,360,220,262,315,367,365,489,312,306,247,383
RREB1,37,33,41,41,30,33,35,43,23,30,24,23,15,18,12,17
RRH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RRM1,51,24,38,74,51,51,13,30,11,17,22,32,17,15,13,25
RRM1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RRM2,96,93,89,144,81,86,43,88,82,135,160,232,132,85,61,74
RRM2B,2,3,0,6,3,3,2,1,3,4,4,10,3,7,2,2
RRM2P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RRM2P3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RRM2P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RRN3,48,39,53,125,84,127,28,32,30,42,40,64,41,50,39,60
RRN3P1,4,2,2,11,3,6,2,5,0,3,2,4,4,2,1,1
RRN3P2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
RRN3P3,9,25,16,33,25,43,12,19,15,32,38,43,43,43,31,43
RRNAD1,44,48,28,29,24,34,48,61,63,72,58,72,40,36,26,46
RRP1,5,4,8,4,7,9,2,7,6,4,4,11,5,5,1,6
RRP12,180,123,301,372,332,420,59,128,121,145,210,359,242,207,190,289
RRP15,2,2,10,5,5,8,3,3,4,3,1,3,1,0,1,3
RRP1B,159,130,118,173,139,159,96,140,109,142,93,120,88,77,56,104
RRP36,396,342,367,524,427,460,232,330,288,379,293,451,265,246,177,303
RRP7A,31,18,33,39,40,40,27,20,33,25,33,51,32,19,20,29
RRP7BP,25,17,24,54,24,41,11,22,23,26,22,44,11,17,15,18
RRP8,55,32,54,92,52,67,20,38,35,21,35,72,64,51,37,78
RRP9,113,88,173,215,173,192,75,84,89,112,106,125,73,71,53,123
RRS1,132,92,95,127,72,83,66,112,46,88,42,56,46,29,20,39
RRS1-AS1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
RS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RSAD1,39,22,17,31,21,29,32,35,15,17,12,18,18,13,5,11
RSAD2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RSBN1,8,7,4,9,5,4,2,6,8,5,6,21,6,8,1,11
RSBN1L,12,15,15,13,12,16,8,15,7,12,9,3,8,6,11,9
RSC1A1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
RSF1,103,73,114,166,134,172,57,102,61,86,90,140,67,74,59,95
RSF1-IT1,1,0,1,0,0,1,1,0,3,4,1,0,0,0,0,0
RSF1-IT2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RSG1,2,2,2,1,1,1,1,8,4,4,0,6,1,2,1,1
RSL1D1,75,44,131,173,135,161,45,43,47,66,102,154,111,98,77,116
RSL24D1,13,4,15,5,23,5,4,1,0,0,3,2,6,6,7,9
RSL24D1P1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
RSL24D1P11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RSL24D1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RSL24D1P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RSL24D1P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RSL24D1P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RSL24D1P8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RSPH1,4,2,1,0,1,0,1,2,0,3,1,3,1,1,1,0
RSPH10B,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0
RSPH10B2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
RSPH14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1
RSPH3,29,19,26,40,28,30,11,27,43,45,63,88,56,54,32,48
RSPH4A,0,0,1,2,2,0,0,1,0,0,1,0,1,0,0,1
RSPH6A,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
RSPH9,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,2
RSPO1,4,3,2,1,1,4,5,6,0,0,1,0,0,0,0,0
RSPO2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RSPO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RSPO4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RSPRY1,36,23,33,40,20,36,23,49,24,47,25,66,23,20,22,34
RSRC1,54,51,54,49,49,53,21,43,17,31,35,28,14,20,16,24
RSRC2,49,38,83,82,82,120,30,46,21,43,63,106,63,68,63,124
RSRP1,59,66,43,62,30,60,50,66,73,98,137,174,127,86,84,129
RSU1,38,29,21,41,21,28,26,41,22,40,22,42,14,31,8,33
RSU1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RSU1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RSU1P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTBDN,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1
RTCA,230,176,367,393,400,488,71,123,83,97,176,199,223,198,156,269
RTCA-AS1,3,6,2,1,0,1,2,2,3,4,0,2,0,0,1,0
RTCB,236,201,306,418,346,346,123,182,124,170,248,358,228,253,149,274
RTEL1,18,14,19,15,11,18,10,9,6,10,16,27,9,11,11,10
RTEL1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTEL1-TNFRSF6B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTF1,53,45,50,99,54,58,31,62,65,78,58,130,63,55,54,81
RTFDC1,313,268,300,426,336,389,199,263,192,304,254,393,254,211,164,255
RTKN,287,235,227,294,147,229,187,279,164,197,156,244,169,169,90,150
RTKN2,9,5,10,12,6,7,3,6,0,2,1,2,1,2,4,1
RTL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTL10,26,27,13,27,9,14,13,21,20,23,31,43,25,19,16,24
RTL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTL5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTL6,30,15,14,11,15,17,18,30,4,14,9,15,9,5,1,10
RTL8A,179,143,73,105,64,66,140,227,116,155,54,94,67,60,46,78
RTL8B,60,40,10,10,5,7,44,66,24,31,12,29,15,13,8,9
RTL8C,187,164,42,48,27,25,147,188,171,245,71,147,48,56,25,53
RTL9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTN1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RTN2,25,16,25,29,19,13,16,26,19,32,25,30,22,14,7,25
RTN3,435,316,440,640,559,580,198,333,339,488,794,1068,731,664,473,860
RTN3P1,2,0,1,0,3,0,0,2,1,0,3,0,0,1,5,0
RTN4,602,561,774,970,793,1031,320,483,472,606,984,1230,1012,838,646,987
RTN4IP1,36,31,22,30,25,28,14,35,9,15,7,11,10,8,9,14
RTN4R,29,30,21,29,28,44,19,33,31,52,43,59,24,32,14,43
RTN4RL1,47,35,13,31,25,28,22,43,16,27,11,15,4,10,6,20
RTN4RL2,69,58,105,134,88,99,29,43,23,17,34,50,43,41,24,39
RTP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTP4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RTP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTTN,8,8,9,5,6,10,6,7,1,1,6,7,9,2,4,4
RUBCN,18,28,31,50,38,30,13,22,31,31,37,52,29,30,22,40
RUBCNL,1,0,0,0,5,1,0,0,1,1,1,1,0,1,1,0
RUFY1,152,120,79,114,65,103,85,130,95,116,108,164,95,92,77,124
