Gene,MDA468_B2_24h_a,MDA468_B2_24h_b,MDA468_B3_24h_a,MDA468_B3_24h_b,MDA468_B6_24h_a,MDA468_B6_24h_b,MDA468_D_24h_a,MDA468_D_24h_b,MDA468_J_24h_a,MDA468_J_24h_b,MDA468_JB2_24h_a,MDA468_JB2_24h_b,MDA468_JB3_24h_a,MDA468_JB3_24h_b,MDA468_JB6_24h_a,MDA468_JB6_24h_b
AC105109.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105114.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105118.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105129.1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
AC105129.2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
AC105129.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105133.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105133.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105137.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105137.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105137.3,0,1,0,0,1,0,1,1,0,2,0,0,0,0,0,1
AC105148.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105150.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105177.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105180.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105185.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105202.1,11,5,2,2,0,0,6,16,0,2,0,0,0,1,0,0
AC105206.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105206.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105219.1,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,1
AC105219.2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
AC105219.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AC105219.4,0,0,1,0,1,0,0,0,2,0,1,2,0,2,2,0
AC105224.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105227.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105227.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105233.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105233.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105233.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105233.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105233.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105233.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105235.1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0
AC105243.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105245.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
AC105250.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105252.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105254.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105254.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105265.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105265.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105265.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105265.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105271.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105272.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105275.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105275.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105277.1,1,1,1,0,1,0,1,4,0,1,0,0,0,1,0,1
AC105285.1,3,2,0,1,0,0,2,1,0,2,1,2,0,0,1,1
AC105313.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105339.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105339.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AC105339.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105339.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105342.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105343.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105345.1,1,0,0,3,0,0,0,0,0,1,0,1,0,1,1,0
AC105345.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105362.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105383.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105384.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105384.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105389.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105389.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105389.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105390.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105391.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105393.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105393.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105398.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105399.1,1,2,1,2,3,1,0,0,0,2,1,1,2,1,0,0
AC105402.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105402.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105402.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AC105411.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AC105415.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105416.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105417.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105420.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105424.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105429.1,2,1,1,1,1,1,0,0,0,2,2,5,2,1,2,4
AC105429.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105430.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105443.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105446.1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
AC105460.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AC105460.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105749.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105758.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105760.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105760.2,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0
AC105910.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105914.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105914.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105917.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105918.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105919.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105924.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105935.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AC105935.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105940.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105940.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AC105942.1,2,8,3,5,1,1,4,13,1,4,3,2,1,3,0,2
AC105999.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105999.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106017.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106017.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106028.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106028.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106028.3,1,0,4,3,1,3,2,3,0,0,0,2,1,1,0,3
AC106028.4,1,0,1,1,0,0,0,1,1,2,0,0,1,1,0,2
AC106028.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106037.1,0,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0
AC106037.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106038.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106038.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106047.1,0,1,0,0,0,0,0,2,0,2,0,0,0,1,0,0
AC106047.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106052.1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
AC106053.1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
AC106706.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106707.1,22,14,12,15,13,21,11,13,14,16,3,14,7,8,5,11
AC106707.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106712.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106729.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106730.1,1,0,0,2,0,1,1,1,1,0,0,0,2,0,2,0
AC106730.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106730.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106732.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106733.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106734.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106736.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106738.1,14,10,1,6,5,10,12,23,8,9,5,3,2,8,4,3
AC106738.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106739.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AC106744.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106744.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106745.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106748.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106754.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106754.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106760.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106760.2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AC106771.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
AC106772.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AC106772.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106774.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106774.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106774.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106774.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106774.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106774.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106774.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106774.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106774.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106774.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106779.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AC106782.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106782.2,2,1,1,1,0,1,0,3,3,0,1,1,0,0,0,0
AC106782.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106782.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106782.5,1,0,0,1,0,0,0,0,0,1,0,1,3,1,2,1
AC106782.6,4,1,1,1,0,0,1,0,1,2,1,1,0,1,1,0
AC106782.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106785.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106785.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AC106785.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106785.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AC106786.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
AC106786.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
AC106788.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106788.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106789.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106791.1,1,0,1,1,0,1,3,2,3,1,0,1,0,1,1,0
AC106791.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106794.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AC106794.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106795.1,61,47,62,68,51,93,13,51,18,29,21,38,22,26,15,47
AC106795.2,17,19,6,5,1,1,8,17,11,21,6,15,5,5,7,8
AC106795.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AC106795.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106796.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106798.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106799.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106799.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106799.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106800.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106800.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106800.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106800.4,2,1,1,0,0,0,0,0,0,1,1,2,1,0,0,2
AC106801.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106806.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106806.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106818.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106820.1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0
AC106820.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AC106820.3,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
AC106820.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AC106820.5,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
AC106821.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106822.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106827.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106858.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106864.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AC106864.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106865.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106868.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106869.1,0,2,0,0,0,0,0,4,2,1,1,2,0,0,0,0
AC106870.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106870.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106871.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106872.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106872.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106872.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106872.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106872.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AC106872.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106872.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106872.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106872.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106872.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AC106872.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106872.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106873.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106874.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106875.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106875.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106876.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106881.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106882.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106883.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106886.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106886.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106886.3,0,1,0,3,0,0,1,0,0,1,1,0,0,3,0,0
AC106886.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106886.5,2,2,4,8,6,5,2,2,4,4,3,4,6,1,0,4
AC106892.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106894.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106895.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106895.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106897.1,0,0,0,1,0,0,0,2,0,0,0,3,2,0,0,3
AC106900.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106900.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106901.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107015.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107016.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107016.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107021.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107021.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107023.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107027.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107027.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107027.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107029.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107029.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107031.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107032.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107032.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AC107057.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107058.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107067.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107068.1,3,1,5,2,1,0,2,2,0,1,0,0,0,0,0,2
AC107068.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107072.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107072.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107074.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107075.1,4,1,11,2,4,1,0,1,1,2,3,3,1,0,4,2
AC107079.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107081.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107081.2,2,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0
AC107081.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107083.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107208.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107214.1,1,0,0,0,0,0,2,1,2,1,1,0,0,0,0,1
AC107214.2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
AC107220.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107222.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107241.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AC107294.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107294.2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
AC107294.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107297.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107302.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107304.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107308.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107373.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107373.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107375.1,1,0,1,0,0,0,1,4,2,3,0,3,0,0,1,1
AC107385.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107391.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107393.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107396.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107398.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107398.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107398.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107398.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107399.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107401.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107419.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107421.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107463.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107464.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107464.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107464.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107613.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107626.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107871.1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
AC107871.2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
AC107882.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107884.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AC107884.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107886.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107890.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107892.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107896.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107905.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107909.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107909.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107918.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107918.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107918.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107918.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107926.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107934.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107934.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107952.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107952.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107953.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107953.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107954.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107956.1,2,2,2,8,1,1,1,1,3,3,2,10,0,5,1,5
AC107956.2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1
AC107958.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107958.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107958.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107959.1,0,0,1,1,0,1,1,0,0,0,3,5,2,3,3,3
AC107959.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
AC107959.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107973.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107976.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AC107977.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107980.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107982.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107982.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107982.3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
AC107983.1,2,0,1,0,0,1,0,1,1,2,1,3,1,2,1,4
AC107983.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107990.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107993.1,0,4,0,1,2,2,1,0,1,2,1,2,1,5,3,5
AC108002.1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AC108002.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC108002.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC108010.1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
